id,name_wrestling,name_crew,name_real,name_alt,nationality_fr,nationality_en,year_start,year_end,mask_theme_en,active_fr,active_en,info_fr,info_en,mask_theme_fr,x,y,w,h
ciclope,Ciclope,,Manuel Ortiz Partida,Halloween,Mexicain,Mexican,1990,,mythology/folklore/history,actif,active,"Gimmick utilisé par Manuel Ortiz Partida lors de son passage à la WCW en 1996. A noter que son masque sera utilisé par le catcheur Dean Malenko pour attaquer par surprise <span data-id=super_liger>Chris Jericho.</span> De retour au Mexique, il perd son masque à deux reprises, comme <span data-id=antifaz_del_norte>Antifaz del Norte</span> et Super Parka. Il reprend alors un des premiers gimmicks, Halloween, et devient membre de la célèbre stable de rudos Los Perros del mal.","This gimmick was used by Manuel Ortiz Partida during his time at the WCW in 1996. His mask was ince used by Dean Malenko for a surprise attack on <span data-id=super_liger>Chris Jericho.</span> Upon his return to Mexico, he lost his mask twice, to <span data-id=antifaz_del_norte>Antifaz del Norte</span> and Super Parka. He then took up one the Halloween gimmick, and became a member of the famous team of rudos, Los Perros del mal.",mythologie/folklore/histoire,320,960,2560,2400
cinta_de_oro,Cinta de Oro,,,,Mexicain,Mexican,1981,2016,elements/nature,mort,dead,"Il débute sa carrière en 1981 sous le nom de Guerrero Azul, en hommage à <span data-id=blue_demon_sr>Blue Demon Sr.</span> Un jour, il doit remplacer au pied levé le premier Cinta de Oro. Le succès est au rendez-vous et il décide de garder ce masque, qu’il perdra en 1990, face à Fishman. Jorge Arias (<span data-id=sin_cara_negro>Sin Cara Negro</span>), a repris le nom et le masque de Cinta de Oro, en hommage à son entraîneur.","He began his career in 1981 under the name Guerrero Azul, in tribute to <span data-id=blue_demon_sr>Blue Demon Sr.</span> On a short notice match, he had to fill in for the first Cinta de Oro. The match was successful so he decided to keep the mask, which he lost in 1990 to Fishman. Jorge Arias (<span data-id=sin_cara_negro>Sin Cara Negro</span>) used the Cinta de Oro mask and name to pay homage to his trainer.",éléments/nature,480,960,2560,2400
cm_punk,CM Punk,,Phillip Jack Brooks,,Americain,American,1999,2014,basic,retraité,retired,"Ce masque est utilisé de façon temporaire par le catcheur CM Punk, en 2010, alors qu’il est le leader charismatique de la Straight Edge Society. Suite à un match hair vs mask perdu contre <span data-id=rey_mysterio_jr>Rey Mysterio Jr,</span> il se fait raser le crâne et décide de se masquer le visage. Il quitte la WWE en 2014, avant de se lancer dans le MMA brièvement. Il travaille actuellement pour FOX, en tant que commentateur de catch.","This mask was temporarily used by CM Punk in 2010 as the charismatic leader of the Straight Edge Society. After a hair vs. mask match where he lost to <span data-id=rey_mysterio_jr>Rey Mysterio Jr,</span> his head was shaved and decided to mask his face. He left the WWE in 2014 before a brief career in the MMA. He currently works for FOX as a wrestling commentator.",fondamental,640,960,2560,2400
cuije,Cuije,,,,Mexicain,Mexican,1999,,mythology/folklore/history,actif,active,"Il débute sa carrière en 1998, à la AAA, en tant que mascotte d’<span data-id=el_alebrije>El Alebrije.</span> Ces deux catcheurs ont notamment une rivalité avec Mascara Sagrada et Mascarita Sagrada et ils participent également à un tournoi de la Chikara, face à <span data-id=curry_man>Curry Man,</span> <span data-id=los_ice_creams_ice-cream_jr>Ice Cream Jr</span> et <span data-id=los_ice_creams_el_hijo_del_ice_cream>El Hijo del Ice Cream.</span> Les gimmicks de Cuije et El Alebrije appartenant à la AAA, ils deviennent respectivement Mije et Kraneo lors de leur arrivée à la CMLL.","He began his career at the AAA in 1998 as <span data-id=el_alebrije>El Alebrije's</span> mascot. The two wrestlers had a noteworthy rivalry with Mascara Sagrada and Mascarita Sagrada, and they also participated in a Chikara tournament, against <span data-id=curry_man>Curry Man,</span> <span data-id=los_ice_creams_ice-cream_jr>Ice Cream Jr</span> and <span data-id=los_ice_creams_el_hijo_del_ice_cream>El Hijo del Ice Cream.</span> Since the Cuije and El Alebrije gimmicks belong to the AAA, they became, respectively, Mije and Kraneo when they arrived at the CMLL.",mythologie/folklore/histoire,800,960,2560,2400
curry_man,Curry Man,,Daniel Christopher Covell,Christopher Daniels,Americain,American,1993,,pop culture/comic/manga/movie,actif,active,"Incarné par Christopher Daniels, le ""King of Indies"", Curry Man est un comedy wrestler, inspiré du Curry Cook dans le manga Muscleman. Selon des promotions délirantes, il sauvera le monde en 2010. Dans un jeu vidéo TNA, il a utilisé sa ceinture comme bouclier pour détourner un rayon laser tiré par un OVNI.","Played by the “King of Indies” Christopher Daniels, Curry Man is a comedic wrestler, inspired by Curry Cook from the manga Muscleman. According to bizarre promotions, he saved the world in 2010. In a TNA video game, he used his belt as a shield to deflect a laser beam fired by a UFO.",culture pop/bande dessinée/manga/film,960,960,2560,2400
darth_vader,Darth Vader,,Juan Sevilla Gonzales,,Mexicain,Mexican,1984,,pop culture/comic/manga/movie,actif,active,"Formé par le légendaire entraîneur Diablo Velasco, Juan Sevilla Gonzales utilise ce gimmick de 1984 à 1987, ouvertement inspiré de Star Wars, tout comme <span data-id=arturito>Arturito.</span> Après avoir été démasqué au Guatemala par Astro de Oro, il reprend le masque d’<span data-id=huracan_ramirez>Huracan Ramirez,</span> avant de le perdre de nouveau contre Octagon. Il continue ensuite sa carrière, à visage découvert, sous le nom d’Huracan Sevilla.","Trained by the legendary Diablo Velasco, Juan Sevilla Gonzales used this gimmick from 1984 to 1987, clearly inspired by Star Wars, like <span data-id=arturito>Arturito.</span> After being unmasked in Guatemala by Astro de Oro, he used the mask of <span data-id=huracan_ramirez>Huracan Ramirez,</span> before once again losing it, this time to Octagon. He finished his career unmaksed as Huracan Sevilla.",culture pop/bande dessinée/manga/film,1120,0,2560,2400
delirious,Delirious,,Hunter Johnson,,Americain,American,2001,,madness/mystery,actif,active,"Avec près de 20 ans de carrière, Delirious est un piliers du catch indépendant américain. Il y a dévéloppé un personnage complétement imprévible, pouvant basculer dans le comedy wrestling ou la violence. Mais il travaille également, depuis 2010, en tant que booker de la ROH, l'une des principales promotions indie aux Etats-Unis","Delirious is a pillar of independent American wrestling with a career spanning almost 20 years. He developed a completely unpredictable character that switched between comedic and violent wrestling. He has been a booker for the ROH since 2010, one of the main indie promotions in the US.",folie/mystère,1120,160,2560,2400
doink_i,Doink I,,Matthew Wade Osbourne,Matt Borne,Americain,American,1978,2013,pop culture/comic/manga/movie,mort,dead,"Il fait ses débuts en janvier 1993 sous le gimmick de Doink, un clown maléfique qui joue des tours aux autres catcheurs ainsi qu’au public. En fin d’année, il reçoit sa propre mascotte de la part du Père Noël, appelée Dink. De quoi détruire toute aura maléfique et cantonner le personnage à du comedy wrestling. Remplacé par Ray Apollo peu après, il quitte la promotion et travaille notamment pour la ECW. Il meurt en 2013, suite à une overdose tragique.","He made his debut in 1993 with the Doink gimmick, an evil clown who played tricks on the other wrestlers as well as the public. At the end of the year, he received his own mascot from Santa, named Dink, which was enough to tie him to comedic wrestling in favor of evil connotations. He was soon replaced by Ray Apollo, and left the promotion to work for the ECW. He died from a tragic overdose in 2013.",culture pop/bande dessinée/manga/film,1120,320,2560,2400
dos_caras_jr,Dos Caras Jr,,Alberto Rodriguez,Alberto del Rio,Mexicain,Mexican,2000,,legacy,actif,active,"Fils de <span data-id=dos_caras_sr>Dos Caras Sr,</span> neveu de <span data-id=mil_mascaras>Mil Mascaras</span> et Sicodelico Sr, il débute comme technico au Mexique. Il est surtout connu pour son personnage d’Alberto del Rio à la WWE -un milliardaire mexicain imbu de lui-même qui a notamment une grande rivalité avec <span data-id=rey_mysterio_jr>Rey Mysterio Jr.</span> Mécontent de son utilisation dans la promotion, il part en 2016 et créé, en 2019, une nouvelle promotion, Nacion Lucha Libre, avec Chavo Guerrero Jr, neveu d’<span data-id=black_tiger-ii>Eddie Guerrero.</span>","Son of <span data-id=dos_caras_sr>Dos Caras Sr,</span> nephew of <span data-id=mil_mascaras>Mil Mascaras</span> and Sicodelico Sr, he started out as a technico in Mexico. He is best known for his Alberto del Rio character at the WWE - a self-obssesed multimillionaire in rivalry with <span data-id = rey_mysterio_jr>Rey Mysterio Jr.</span> He left in 2016 due to limited use in the promotion, and created a new promotion in 2019 called the Nacion Lucha Libre with Chavo Guerrero Jr, nephew of <span data-id=black_tiger-ii>Eddie Guerrero.</span>",héritage,1120,480,2560,2400
dos_caras_sr,Dos Caras Sr,,José Luis Rodriguez Arellano,,Mexicain,Mexican,1970,,"basic, animal",actif,active,"Il est le père de <span data-id=dos_caras_jr>Dos Caras Jr</span> et le frère de <span data-id=mil_mascaras>Mil Mascaras</span> et <span data-id=sicodelico_sr>Sicodelico Sr.</span> Le nom de Dos Caras, qui signifie “deux visages”, est une référence à son rôle de rudo, qui n’hésite pas à enfreindre les lois si nécessaire. Il est, à la fin des années 70, une des vedettes de la promotion UWA, avec <span data-id=el_canek>El Canek.</span> Il fait une apparition dans le film Mil Mascaras contre la momie aztèque, en 2007.","He is the father of <span data-id=dos_caras_jr>Dos Caras Jr</span> and the brother of <span data-id=mil_mascaras>Mil Mascaras</span> and <span data-id=sicodelico_sr>Sicodelico Sr.</span> The name Dos Caras (“two faces”) is a reference to his rudo role, since he never hesitates to break the laws if necessary. He was one of the stars of the UWA promotion in the late 70s along with <span data-id=el_canek>El Canek.</span> He appeared in the Mil Mascaras vs. the Aztec Mummy movie in 2007.",plusieurs,1120,640,2560,2400
dr_wagner_jr,Dr Wagner Jr,,Juan Manuel Gonzalez Barron,,Mexicain,Mexican,1985,,"legacy, mythology/folklore/history, basic",actif,active,"Tout comme <span data-id=blue_demon_jr>Blue Demon Jr</span> ou <span data-id=el_hijo_del_santo>El Hijo del Santo,</span> Dr Wagner Jr a hérité de son père un masque de légende. Et il est actuellement l'un des catcheurs les plus populaires et titrés au Mexique. Rudo de longue date, la mort de son père en 2004 le fera passer technico aux yeux du public. Seule ombre au tableau : la perte de son masque, en 2017, face à Psycho Clown, jugé inférieur en talent.","Just like <span data-id=blue_demon_jr>Blue Demon Jr</span> or <span data-id=el_hijo_del_santo>El Hijo del Santo,</span> Dr Wagner Jr inherited a legendary mask from his father. He is currently one of the most popular and successful wrestlers in Mexico. Long-time villain, the death of his father in 2004 made him a hero in the public eye. The loss of his mask in 2017 to Psycho Clown, an inferior talent, was the low moment of his career.",plusieurs,1120,800,2560,2400
dr_wagner_sr,Dr Wagner Sr,,Manuel Gonzalez Rivera,,Mexicain,Mexican,1961,1986,basic,mort,dead,"Dr Wagner Sr est un ""rudo doctor"", mais il est surtout l’un des plus grand rudos, tout simplement. En duo avec Angel Blanco, la ""Ola blanca"" (vague blanche) réussira l'exploit de battre <span data-id=el_santo>El Santo</span> et <span data-id=el_rayo_de_jalisco_sr>El Rayo de Jalisco Sr</span> ou <span data-id=mil_mascaras>Mil Mascaras</span> et Black Shadow. Démasqué en 1985 par <span data-id=el_solitario>El Solitario,</span> après une rivalité de 25 ans, sa carrière se terminera malheureusement en 1986, suite à un accident de voiture.","A villanous doctor, and one of the greatest villains ever. Partnering with Angel Blanco, the ""white wave,"" they succeed in beating <span data-id=el_santo>El Santo,</span> <span data-id=el_rayo_de_jalisco_sr>El Rayo de Jalisco Sr,</span> and Black Shadow. He was unmasked in 1985 by <span data-id=el_solitario>El Solitario</span> after a 25 year rivalry. His career sadly ended in 1986 after a car accident.",fondamental,1120,960,2560,2400
drago,Drago,,Victor manuel Soto Flores,,Mexicain,Mexican,1998,,animal,actif,active,"Après des débuts en tant que Morpho à la AAA, en 1998, il interprète plusieurs gimmicks, dont celui d’Alan, membre du trio Barrio Boys, ou même Gato Eveready, créé pour la marque Energizer. En 2011 qu’il opte pour le gimmick de Drago, avec son masque superbe. Le public américain découvre son talent de high flyer en 2014, lors de sa participation à la promotion Lucha Underground, où il fait souvent équipe avec <span data-id=aerostar>Aerostar</span> et <span data-id=fenix>Fenix.</span>","After starting as Morpho in the AAA in 1998, he bounced between numerous gimmicks, from a member of the Barrio Boys trio to Gato Eveready sponsored by Energizer brand. In 2011 he switched to the Drago gimmick, with its superb mask. The American public discovered his high flying talent in 2014 when he participated in the Lucha Undergroud promotion, where he often teamed up with <span data-id=aerostar>Aerostar</span> and <span data-id=fenix>Fenix.</span>",animal,0,1120,2560,2400
dragon_lee_i,Dragon Lee I,,Carlos Muñoz González,,Mexicain,Mexican,2011,,martial arts/warrior,actif,active,"Il débute en 2007, sous ce masque, en faisant notamment équipe avec Volador Jr. Mais c’est en 2012 qu'aura lieu une transformation inédite. Suite au départ du premier <span data-id=sin_cara_azul>Mistico (Sin Cara Azul),</span> et après avoir été béni par <span data-id=fray_tormenta>Fray Tormenta,</span> il devient son successeur. Jolie histoire, et surtout très bon moyen, pour le promoteur, de continuer à faire vivre un des technicos les plus populaires de l'époque.","He began under this mask in 2007 and notably teamed up with Volador Jr. But in 2012, an unprecedented transformation took place. He became the successor of <span data-id=sin_cara_azul>Mistico (Sin Cara Azul)</span> following his departure after being blessed by <span data-id=fray_tormenta>Fray Tormenta.</span> It was a beautiful story and a great way for the promoter to revive one of the most popular heroes of the time.",arts martiaux/guerrier,160,1120,2560,2400
dragon_lee_ii,Dragon Lee II,,,,Mexicain,Mexican,2014,,martial arts/warrior,actif,active,"Reconnu pour son habileté et ses prises de risques sur le ring, Dragon Lee II est issu d'une famille de catcheurs réputés : son père est Arturo Muno Sanchez, plus connu sous les noms de Pierroth et Bestia del Ring, et il a pour frères Rush et le premier <span data-id=dragon_lee_I>Dragon Lee.</span> Suite à la transformation de ce dernier en Mistico, le masque était libre et ce catcheur continue de le faire vivre avec talent.","Known for his skill and risk-taking in the ring, he comes from a family of reputed wrestlers. His father is Arturo Muno Sanchez, best known as Pierroth and Bestia del Ring, and his brothers are Rush and the first <span data-id=dragon_lee_I>Dragon Lee.</span> After his brother transformed into Mistico, he wore the vacant mask and continued the tradition.",arts martiaux/guerrier,320,1120,2560,2400
ebessan,Ebessan,,Mitsunobu Kikuzawa,,Japonais,Japanese,1994,,mythology/folklore/history,actif,active,"Mitsunobu Kikuzawa est un catcheur japonais originaire de la région d’Ozaka. Il débute le catch en 1994, et utilise rapidement le gimmick d’Ebessan, inspiré d’Ebisu, le dieu Shinto de la bonne fortune. Il se fait notamment connaître par ses combats comiques contre Kuishinbo Kamen, ainsi que ses nombreuses imitations de catcheurs célèbres, comme <span data-id=jushin_thunder_liger>Jushin Thunder Liger,</span> le <span data-id=great_muta>Great Muta</span> ou <span data-id=mankind>Mankind.</span>","Mitsunobu Kikuzawa is a Japanese wrestler from the Ozaka region. He began wrestling in 1994, and quickly used the Ebessan gimmick, inspired by Ebisu, the Shinto god of good fortune. He made his name in comedic fighting against Kuishinbo Kamen, as well as doing numerous imitations of famous wrestlers, like <span data-id=jushin_thunder_liger>Jushin Thunder Liger,</span> the <span data-id=great_muta>Great Muta,</span> and <span data-id=mankind>Mankind.</span>",mythologie/folklore/histoire,480,1120,2560,2400
el_alebrije,El Alebrije,,,Kraneo,Mexicain,Mexican,1998,,mythology/folklore/history,actif,active,"Après avoir été le remplaçant de <span data-id=mascara_sagrada>Mascara Sagrada</span> à la AAA, il fait ses débuts en 1998 sous le masque d’El Alebrije. Un gimmick orienté vers la comédie et inspiré des sculptures de monstres fantastiques créées par l’artiste mexicain Pedro Linares dans les années 30. Il est souvent accompagné de sa mascotte, <span data-id=cuije>Cuije.</span> Il change de masque en 2012, à son arrivée à la CMLL et devient Kraneo.","After replacing <span data-id=mascara_sagrada>Mascara Sagrada</span> at the AAA, he made his debut in 1998 under the El Alebrije mask. His gimmick was comical, inspired by the sculptures of fantastical monsters created by the Mexican artist Pedro Linares in the 30s. He is often accompanied by his mascot, <span data-id=cuije>Cuije.</span> He changed his mask in 2012, when he arrived at the CMLL and became Kraneo.",mythologie/folklore/histoire,640,1120,2560,2400
los_brazos_el_brazo,El Brazo,Los Brazos,Juan Alvarado Nieves,,Mexicain,Mexican,1980,2013,"other, pop culture/comic/manga/movie, basic",mort,dead,"Membre de la dynastie Alvarado, il fait partie du trio originel, avec <span data-id=los_brazos_brazo_de_oro>Brazo de Oro</span> et <span data-id=los_brazos_brazo_de_plata>Brazo de Plata.</span> Ce derniers perdent leurs masques suite à une grande rivalité avec les Villanos, en 1988. En 2011, il utilise également le gimmick de ""La Braza"", faisant équipe avec Cassandro et Pimpinel, deux grands catcheurs exotico.","Member of the Alvarado dynasty, he was a part of the original trio, with <span data-id=los_brazos_brazo_de_oro>Brazo de Oro</span> and <span data-id=los_brazos_brazo_de_plata>Brazo de Plata.</span> The other two lost their masks after a huge rivalry with the Villanos in 1988. In 2011, he uses the “La Braza” gimmick, teamining up with Cassandro and Pimpinel, two great exotico wrestlers.",plusieurs,1760,1440,2560,2400
el_canek,El Canek,,Felipe Estrada,,Mexicain,Mexican,1972,,mythology/folklore/history,actif,active,"Son nom, inspiré du révolutionnaire maya Jacinto Canek, dépassera les frontières grâce aux tournées de la UWA, concurrente de la CMLL, aux Etats-Unis et au Japon. Rudo vedette, il attire en une seule année un public d’un million de personnes et affronte des légendes comme Lou Thez, en 1978, ou André le Géant, en 1984. Il est d’ailleurs le premier à réussir à le soulever !","Inspired by the Mayan revolutionary Jacinto Canek, El Canek’s name became known across borders thanks to UWA (a competitor of CMLL) and his tours in Japan and the US. A star hero, he captured the attention of huge audiences within a year, and faced legends such as Lou Thez in 1978, and André the Giant in 1984. He was the first to succeed in lifting the Giant!",mythologie/folklore/histoire,800,1120,2560,2400
el_cobarde_i,El Cobarde I,,Miguel Ángel Delgado Reoui,,Mexicain,Mexican,1966,1983,basic,mort,dead,"Au début de sa carrière, son nom, signifiant lâche, a été jugé ""antisportif"" par la commission Mexicain. Il participera au premier “tournoi de la mort”, en 1975, où 12 catcheurs mettent en jeu leur masque. Il perdra son masque en 1977, face à Fishman, son élève. Il est décédé en 1983 des complications de la leucémie. <span data-id=el_cobarde_II>His brother</span> lui rend hommage en portant son masque.","At the start of his career, his name, meaning coward, was deemed “unsportsmanlike” by the Mexican comission. He was in the first Tournament of Death in 1975, where 12 wrestlers gambled their masks. He lost his mask in 1977 against his student, Fishman. He passed in 1983 from complications with leukemia. <span data-id=el_cobarde_II>His brother</span> pays homage to him by wearing his mask.",fondamental,960,1120,2560,2400
el_cobarde_ii,El Cobarde II,,Francisco Javier Delgado Reoui,El Impostor,Mexicain,Mexican,1970,2012,"basic, legacy",retraité,retired,"The ""Generic Luchador"" was one of the first parody gimmicks of Rami Sebei, better known today as Sami Zayn. Once a globetrotter and an underdog, this Canadian, of Syrian origin, is currently a WWE star, along with his good friend Kevin Owens. He is a gifted wrestler in the ring and on the mic, as comfortable being a villain as he is being a hero.","The first <span data-id=el_cobarde_I>El Cobarde's</span> brother, he made his debut as El Impostor. When his brother passed away from leukemia at 36, he paid homage to him by taking over his gimmick. Considered one of the legends of lucha libre, he even appeared in one of <span data-id=el_santo>El Santo's</span> movies. He also fought as a comedic wrestler under the name of Coco Rojo.",plusieurs,1120,1120,2560,2400
el_dragon_azteca_jr,El Dragon Azteca Jr,,,,Mexicain,Mexican,2007,,"animal, mythology/folklore/history",actif,active,"Entraîné par <span data-id=rey_mysterio_sr>Rey Mysterio Sr,</span> il incarne El Hijo de Rey Mysterio au début de sa carrière, après le départ en retraite de son premier interprète, en 2011. Il prend le nom d’Horus, après le retour de ce dernier sur le ring. Il utilise le gimmick de Dragon Azteca Jr lors de son passage à la Lucha Underground, en 2015, où il fait équipe avec <span data-id=prince_puma>Prince Puma</span> et <span data-id=rey_mysterio_jr>Rey Mysterio Jr.</span>","Trained by <span data-id=rey_mysterio_sr>Rey Mysterio Sr,</span> he wore the mask of El Hijo de Rey Mysterio at the beginning of his career in 2011 after the previous wrestler retired. He took the name Horus when the former wreslter returned to the ring. He used the Dragon Azteca Jr gimmick at the Lucha Underground in 2015, where he teamed up with <span data-id=prince_puma>Prince Puma</span> and <span data-id=rey_mysterio_jr>Rey Mysterio Jr.</span>",plusieurs,1280,0,2560,2400
el_espectro_de_ultratumba,El Espectro de Ultratumba,,Antonio Tono Hernandez Arriaga,,Mexicain,Mexican,1951,1974,darkness/death/demon/macabre,mort,dead,"C’est en 1953 qu’il devient El Espectro de Ultratumba, en référence à la revue pulp “Espectro - Historias de ultratumba”. Porté jusqu’au ring dans un cercueil, son entrée est spectaculaire. Mais la commission de boxe et de catch de Mexico le lui interdit, car elle craint d’effrayer les enfants. En 1959, blessé, il est un des rares catcheurs à se démasquer volontairement. Il entraîne ensuite <span data-id=mascara_sagrada>Mascara Sagrada</span> ou son neveu, Antonio Pena, fondateur de la AAA, qui catche auparavant sous le nom d’Espectro Jr.","He became El Espectro de Ultratumbo in 1953, a reference to a pulp magazine. His spectular entrance of being carried to the ring in a coffin was banned by the Mexican boxing and wrestling commission to not scare children. After an injury in 1959, he voluntarily unmask himself. He then trained <span data-id=mascara_sagrada>Mascara Sagrada</span> and his nephew Antonio Peña, founder of the AAA.",obscurité/mort/démon/macabre,1280,160,2560,2400
el_fantasma,El Fantasma,,,,Mexicain,Mexican,1979,1988,pop culture/comic/manga/movie,retraité,retired,"Entraîné par <span data-id=los_villanos_villano_I>Villano I,</span> il débute en 1979 sous le gimmick d’El Fantasma, très largement inspiré de la célèbre BD “Le Fantôme du Bengale” de Lee Falk, également créateur de Mandrake. Elu président de la Commission de boxe et de catch de la ville de Mexico en 2009, il s’oppose à la décision de <span data-id=silver_king>Silver King</span> de remonter sur un ring avec son masque, alors qu’il l’a déjà perdu. Son fils, <span data-id=el_hijo_del_fantasma>El Hijo del Fantasma</span> (King Cuerno à la Lucha Underground) est actuellement signé à la WWE.","Trained by <span data-id=los_villanos_villano_I>Villano I,</span> he began his career in 1979 under the El Fantasma gimmick, largely inspired by the famous comic book The Phantom. He was elected president of the Mexico City Boxing and Wrestling commission in 2009, and opposed the <span data-id=silver_king>Silver King's</span> decision to re-enter the ring with his mask after having lost it. His son, <span data-id=el_hijo_del_fantasma>El Hijo del Fantasma,</span> is currently signed to the WWE.",culture pop/bande dessinée/manga/film,1280,320,2560,2400
el_felino,El Felino,,Jorge Luis Casas Ruiz,Babe Casas,Mexicain,Mexican,1987,,animal,actif,active,"Fils de l’arbitre Pepe “Tropi” Casas, frère des catcheurs Negro Casas et Heavy Metal et père de Puma King et Tiger, il débute sous le nom de Babe Casas en 1982, avant de devenir El Felino à la CMLL en 1989. Une promotion qu’il ne quitte seulement qu’une année, en 1999, pour la AAA. Il forme un trio célèbre avec Volador Jr et Safari. C’est seulement en 2010 qu’il perd son masque, après une rivalité contre <span data-id=la_sombra>La Sombra.</span>","Son of the referee Pepe “Tropi” Cases, brother of the wrestlers Negro Casas and Heavy Metal, and father to Puma King and Tiger, he began wrestling as Bebe Casas in 1982, before becoming El Feline at the CMLL in 1989, where he stayed throughout all his career, except for a one-year stint at the AAA in 1999. He formed a famous trio with Volador Jr and Safari. Only in 2010 does he lose his mask, after a rivalry against <span data-id=la_sombra>La Sombra.</span>",animal,1280,480,2560,2400
el_generico,El Generico,,Rami Sebei,Sami Zayn,Canadien,Canadian,2002,,pop culture/comic/manga/movie,actif,active,"Le ""Generic Luchador"" fut l’un des premiers gimmicks parodiques de Rami Sebei, plus connu actuellement sous le nom de Sami Zayn. A la fois globetrotter et underdog, ce Canadien d’origine syrienne est actuellement une des stars de la WWE avec son grand ami Kevin Owens. Un catcheur doué sur le ring et au micro. Et aussi à l’aise en face qu’en heel.","The ""Generic Luchador"" was one of the first parody gimmicks of Rami Sebei, better known today as Sami Zayn. At once a globetrotter and an underdog, this Canadian of Syrian origin is currently a WWE star, along with his good friend Kevin Owens. He is a gifted wrestler in the ring and on the mic, as comfortable being a heel as he is being a face.",culture pop/bande dessinée/manga/film,1280,640,2560,2400
el_gladiador,El Gladiador,,Luis Ramírez Romero,,Mexicain,Mexican,1954,1965,basic,mort,dead,"Après une carrière de bodybuilder et d'haltérophile, il débute sa carrière de catcheur en 1954. Et, grâce à son physique impressionnant, il devient vite une star et remporte même un match contre <span data-id=el_santo>El Santo</span> en 1955. Mais son principal adversaire reste la boisson. Ivre sur le ring, il s’en prend même à son partenaire lors d’un match, ce qui conduit à une interdiction de catcher dans la ville de Mexico. Il meurt tragiquement en 1965, poignardé suite à une bagarre dans un bar.","In 1954 he began his wrestling career after being a bodybuilder and a weightlifter. Thanks to his impressive physique, he quickly became a star, and even won a match against <span data-id=el_santo>El Santo.</span> But his main adversary was drinking. Once drunk in the ring, he attacked his own partner, getting him banned from wrestling in Mexico City. He died tragically in 1965, stabbed after a bar fight.",fondamental,1280,800,2560,2400
el_hijo_del_anibal,El Hijo del Aníbal,,,,Mexicain,Mexican,1993,,"basic, legacy",actif,active,"Il fait sa première apparition sur le ring encore enfant. A la fin d’un match de lucha de apuestas (match de paris) contre Mascara Ano 2000, son père refuse de céder son masque au rudo. Il le confie à son fils, dont le but sera désormais de se venger. C’était une histoire prometteuse qui n’aura pas de fin, El Hijo del Anibal quittant la promotion en 2008, avec la fin de la diffusion à la TV Azteca.","He made his first appearance in the ring as a child. At the end of a lucha de apuestas (betting match) against Mascara Año 2000, his father refused to give his mask to the villain. He entrusted it to his son, who made it his goal to get revenge. It was a promising story with no ending, as El Hijo del Anibal left the promotion in 2008, when the TV Azteca bradcast ended.",plusieurs,1280,960,2560,2400
el_hijo_del_fantasma,El Hijo del Fantasma,,Jorge Luis Alcantar Bolly,King Cuerno,Mexicain,Mexican,2000,,"legacy, pop culture/comic/manga/movie",actif,active,"Fils du catcheur <span data-id=el_fantasma>El Fantasma,</span> il reprend un gimmick similaire, inspiré du Fantôme du Bengale, peu après ses débuts en 2000. Après avoir travaillé pour la CMLL et la AAA au Mexique, il catche de 2014 à 2019 à la Lucha Underground sous le nom de King Cuerno. A noter, par ailleurs, qu’il suit des études en relations internationales en parallèle du catch et joue dans trois films de lucha libre, dont deux avec son père.","Son of <span data-id=el_fantasma>El Fantasma,</span> he took up a similar gimmick, inspired by The Phantom, shortly after 2000. After having worked for the CMLL and the AAA in Mexico, he wrestled from 2014 to 2019 at the Lucha Underground under the name King Cuerno. He also studied international relations while wrestling and acted in three lucha libre movies, two of which he played alongside his father.",plusieurs,1280,1120,2560,2400
los_ice_creams_el_hijo_del_ice_cream,El Hijo del Ice Cream,Los Ice Creams,,,Americain,American,2005,,pop culture/comic/manga/movie,actif,active,"L'équipe des Los Ice creams est l'une des plus anciennes de la promotion américaine Chikara, très axée sur la parodie. Bien qu'ils soient efficaces sur le ring, ils sont les adorables losers de la scène de catch.","The Los Ice Creams team is one of the oldest groups of the American wrestling promotion Chikara, which mostly focused on parody. While they are efficient in the ring, they are the lovable losers of the wrestling scene.",culture pop/bande dessinée/manga/film,0,1760,2560,2400
el_hijo_del_santo,El Hijo del Santo,,Jorge Ernesto Guzmán Rodríguez,,Mexicain,Mexican,1982,,"basic, legacy",actif,active,"Fils du catcheur <span data-id=el_santo>El Santo,</span> il devient son héritier officiel après avoir reçu son diplôme en communication. Il est non seulement doué dans le ring, mais il est engagé dans la cause environnementale. Il a été critiqué pour sa gestion agressive de la marque Santo et pour son heel-turn, en 1996.","Child of wrestler <span data-id=el_santo>El Santo,</span> he became his official heir after receiving his diploma in communications. He is not only talented in the ring, but committed to environmental causes. He has been criticized for both his aggressive management of the Santo brand and his heel-turn in 1996.",plusieurs,0,1280,2560,2400
