id,name_wrestling,name_crew,name_real,name_alt,nationality_fr,nationality_en,year_start,year_end,mask_theme_en,active_fr,active_en,info_fr,info_en,mask_theme_fr,x,y,w,h
blue_blazer,Blue Blazer,,Owen James Hart,Owen Hart,Canadien,Canadian,1986,1999,basic,mort,dead,"Le Blue Blazer est un gimmick de super héros utilisé par le catcheur Owen Hart, en 1988, lors de ses débuts à la WWE. Il utilise alors des manoeuvres de high flyer encore peu répandues dans le catch américain. Il quitte cependant la promotion quelques années plus tard, déçu de son rôle de jobber, et part catcher au Japon et au Mexique, où il perd son masque contre <span data-id=el_canek>El Canek.</span> Il revient à la WWE en 1991 mais, en 1999, il meurt tragiquement dans un accident, lors de son entrée en scène.","The Blue Blazer was a superhero gimmick used by Owen Hart in 1988 when he made his debut at the WWE. He used high flyer manoeuvres, not yet known in American wrestling. He left the promotion a few years later, disappointed with his role as a jobber, and headed to Japan. He later lost his mask in Mexico to <span data-id=el_canek>El Canek.</span> He returned to the WWE in 1991, but passed away in 1999 in an accident during his entrance.",fondamental,480,800,2560,2400
blue_demon_jr,Blue Demon Jr,,Luis Rabadan Jr.,,Mexicain,Mexican,1985,,"basic, legacy",actif,active,"Adopté à l’âge de 6 mois par <span data-id=blue_demon_sr>Blue Demon Sr,</span> il découvre l'identité secrète de son père, à l'âge de 5 ans, dans la voiture qui amenait ce dernier à l’arène. Imposant et agile, il a repris l'héritage de son père avec succès et utilise son image pour la lutte contre le cancer. Un combat qu'il a lui même mené pendant une douzaine d'années, alors qu'il était sur les rings.","Luis Rabadan Jr was adopted at 6 months old by Blue Demon, the lucha libre legend. He discovered his father’s secret identity at 5 years old, during a car ride to the wrestling arena. As intimidating as he was agile, he successfully took over his father’s legacy. He gave a lot of his time to cancer research, and fought the battle against cancer himself for a dozen years, even while in the ring.",plusieurs,640,800,2560,2400
blue_demon_sr,Blue Demon Sr,,Alejandro Munonz Morenon,,Mexicain,Mexican,1948,1989,basic,mort,dead,"Un des rares luchadors à rivaliser en célébrité avec <span data-id=el_santo>El Santo.</span> Héros d’une vingtaine de films, et même d’une série en 2016, il débute le catch en 1948. Le démasquage irrégulier de son partenaire Black Shadow par El Santo marquera le début de son turn en technico. L'apothéose étant sa victoire face au ""masque d'argent"", en 1953, devant 9 000 personnes. Il sera enterré, en 2000, avec son masque.","One of the few luchadors to have a rivaly with <span data-id=el_santo>El Santo.</span> He began wrestling in 1948, and starred in over 20 movies. The unmasking of his partner Black Shadow by El Santo marked the start of his transformation into a villain. The highlight of his career was his 1953 win against the “silver mask"" in front of 9,000 people. He was buried with his mask in 2000.",fondamental,800,800,2560,2400
blue_panther_sr,Blue Panther Sr,,Genaro Vazquez Nevarez,,Mexicain,Mexican,1978,,basic,actif,active,"Entraîné par Halcon Suriano, il débute sa carrière en 1978, reprenant comme couleur le bleu, en hommage à son idole, <span data-id=anibal>Anibal.</span> En tant que rudo, il est très respecté et apprécié pour sa capacité à mettre en valeur ses adversaires, ainsi que sa maîtrise technique. Il ouvre par ailleurs, en 1990, son propre gymnase, devenant l’un des plus jeunes entraîneurs au Mexique et le premier à entraîner hommes et femmes en même temps.","Trained by Halcon Suriano, he began his career in 1978, using the color blue to pay homage to his idol, <span data-id=anibal>Anibal.</span> As a rudo, he was very respected and appreciated for his ability to put his opponents in the spotlight in addition to his technical skill. He opened his own gym in 1990, becoming one of the youngest trainers in Mexico, and the first to train both men and women.",fondamental,960,0,2560,2400
bobby_lee,Bobby Lee,,Carlos Alvarado Gonzalez,,Mexicain,Mexican,1973,1980,basic,retraité,retired,"En dépit d'une courte carrière, Bobby Lee reste un des rudos les plus emblématiques à avoir défié <span data-id=el_santo>El Santo.</span> Il n'a jamais hésité à se moquer de l'âge d'El Santo, le qualifiant de «momie d'argent!» La rivalité a culminé en 1978, lors d'un match de stade de 20 000 personnes remporté par El Santo. Cependant, Bobby Lee a contesté le résultat puisque son pied était dans les cordes lors de la mise en attente.","Despite his short career, Bobby Lee is one of the most emblematic villains to defeat <span data-id=el_santo>El Santo.</span> He never hesitated to poke fun at El Santo's age, calling him a “silver mummy!” The rivalry peaked in 1978, at a 20,000 person stadium match won by El Santo. However, Bobby Lee contested the result since his foot was in the ropes during the submission hold.",fondamental,960,160,2560,2400
los_brazos_brazo_cibernetico,Brazo Cybernetico,Los Brazos,José Aarón Alvarado Nieves,,Mexicain,Mexican,1979,1999,"other, pop culture/comic/manga/movie, basic",mort,dead,"Membre de la dynastie Alvarado, il se fait d'abord connaitre au début des années 80 avec le gimmick de Robin des Bois, en démasquant FrèreTuck, qui n'était autre qu'un de ses frères. Il est également une Tortue Ninja à la UWA en 1991 et c'est seulement en 1996, après avoir catché sous le nom de Brazo de Bronce, qu'il adopte le masque de Brazo cibernetico.","Member of the Alvarado dynasty, he made his name in the 80s with the Robin Hood gimmick when he unmasked The Friar, who was none other than one of his brothers. He was also a Ninja Turtle at the UWA in 1991. In 1996, after wrestling under the name of Brazo de Bronce, he adoptedd the Brazo cibernetico mask.",plusieurs,1760,800,2560,2400
los_brazos_brazo_de_oro,Brazo de Oro,Los Brazos,Jesús Alvarado Nieves,,Mexicain,Mexican,1975,2015,"other, pop culture/comic/manga/movie, basic",mort,dead,"Ainé des frères de la dynastie Alvarado, il reprend le nom de son père, ""El Hombe de Brazo de Oro"", en référence au film d'Otto Preminger, avec Franck Sinatra. Il fait notamment équipe avec son frère, <span data-id=los_brazos_brazo_de_plata>Brazo de Plata</span> et devient booker dans les années 90.","The oldest of the Alvarado dynasty brothers, he took on his father’s role as El Hombe de Brazo de Oro, a reference to Otto Preminger’s movie with Frank Sinatra. He teamed up with his brother <span data-id=los_brazos_brazo_de_plata>Brazo de Plata</span> and became a booker in the 90s.",plusieurs,1760,960,2560,2400
los_brazos_brazo_de_plata,Brazo de Plata,Los Brazos,José Luis Alvarado Nieves,,Mexicain,Mexican,1977,2016,"other, pop culture/comic/manga/movie, basic",actif,active,"Membre de la dynastie Alvarado, il fait notamment équipe avec <span data-id=los_brazos_el_brazo>El Brazo</span> et <span data-id=los_brazos_brazo_de_oro>Brazo de Oro.</span> Ayant pris du ventre de manière conséquente durant les années 90, il travaille également en tant que comedy wrestler, sous le nom de ""Super Porky"", et catche avec des mini.","Member of the Alvarado dynasty, he teamed up with <span data-id=los_brazos_el_brazo>El Brazo</span> and <span data-id=los_brazos_brazo_de_oro>Brazo de Oro.</span> While gaining weight during the 90s, he became a comedic wrestler, going by the name of “Super Porky” and wrestling with ""mini estrellas.""",plusieurs,1760,1120,2560,2400
los_brazos_brazo_de_platino,Brazo de Platinon,Los Brazos,Daniel Alvarado Nieves,,Mexicain,Mexican,1986,2015,"other, pop culture/comic/manga/movie, basic",actif,active,"Benjamin parmi les frères Alvarado, il fait équipe principalement avec <span data-id=los_brazos_brazo_de_platino>Brazo de Platino,</span> <span data-id=los_brazos_brazo_cibernetico>Brazo Cibernetico</span> et <span data-id=los_brazos_super_brazo>Super Brazo</span> en tant que Los Nuevos Brazos. Il est le dernier de la dynastie à perdre son masque, en 2000, face à Olimpico.","The youngest among the Alvarado brothers, he partnered with <span data-id=los_brazos_brazo_de_platino>Brazo de Platino,</span> <span data-id=los_brazos_brazo_cibernetico>Brazo Cibernetico</span> and <span data-id=los_brazos_super_brazo>Super Brazo,</span> as well as Los Nuevos Brazos. He was the last of the dynasty members to lose his mask in 2000, when he faced Olimpico.",plusieurs,1760,1280,2560,2400
bullet_bob_armstrong,Bullet Bob Armstrong,,Joseph Melton James,Bob Armstrong,Americain,American,1960,2017,basic,retraité,retired,"Bob Armstrong, père d’<span data-id=arachnaman>Arachnaman,</span> débute sa carrière en 1960 et devient rapidement un face populaire dans le sud-est des Etats-Unis. Il se blesse cependant au visage, lors d’une séance de musculation, quand un poids de 80kg lui tombe dessus. Pour continuer à catcher, il décide de porter un masque, qu’il enlève après son opération chirurgicale. Semi-retraité à partir de 1988, il continue de monter épisodiquement sur les rings jusqu’en 2015, à plus de 70 ans.","Father of <span data-id=arachnaman>Arachnaman,</span> Bob Armstrong began his career in 1960 and quickly became a popular face in the southwest US. He suffered an injury to his when he was working out. To continue wrestling, he decided to wear a mask, which he removed after his operation. After semi-retiring in 1988, he continued to periodically get in the ring up until 2015, at 70 years old.",fondamental,960,320,2560,2400
calgary_kid,Calgary Kid,,Michael Gregory Mizanin,The Miz,Americain,American,2003,,other,actif,active,"Le Calgary Kid est un gimmick temporaire utilisé par le catcheur The Miz en 2009. Suite à une défaite face à <span data-id=juan_cena>John Cena,</span> il est banni de la promotion. Il revient incognito la semaine suivante et remporte une victoire ainsi qu’un contrat, qui lui permet d’être réintégré. Assez limité dans le ring, il est pourtant devenu une des stars de la promotion, en particulier grâce à une grande aisance au micro et une belle capacité à se faire détester ou adorer, selon son alignement.","The Calgary Kid was a temporary gimmick used by The Miz in 2009. Following a loss to <span data-id=juan_cena>John Cena,</span> he was banned from the promotion. He returned incognito the next week and sealed a victory as well as a contract. Despite limited abilities in the ring, he became one of the promotion’s stars, thanks to a his skills on the mic and the ability to make the crowd hate or love him, depending on his alignment.",autre,960,480,2560,2400
captain_usa,Captain USA,,John William Minton,Big John Studd,Americain,American,1972,1989,"basic, other",mort,dead,"Entraîné par le grand catcheur <span data-id=masked_destroyer>Killer Kowalski,</span> il débute sa carrière en 1972 mais il devient surtout populaire au début des années 80 à la WWE avec une grande rivalité avec <span data-id=giant_machine>André le Géant.</span> Doté d’un physique impressionnant, il est aussi connu pour ne pas vendre les coups des adversaires qu’il juge peu talentueux. Il meurt, malheureusement, en 1995, à l’âge de 47 ans.","Trained by the great wrestler <span data-id=masked_destroyer>Killer Kowalski,</span> he began his career in 1972. He became popular at the WWE aided by a great rivalry with <span data-id=giant_machine>André the Giant</span> Blessed with an impressive physique, he was known to not sell the shots of opponents he didn't consider to be talented.",plusieurs,960,640,2560,2400
chainsaw_charlie,Chainsaw Charlie,,Terrance Funk,Terry Funk,Americain,American,1965,2003,"madness/mystery, pop culture/comic/manga/movie",semi-retraité,semi-retired,"Ce gimmick temporaire a été utilisé en 1998 lors du retour de Terry Funk à la WWE. Avec un bas sur la tête et une tronçonneuse à la main, il incarne un psychopathe très inspiré du film Texas Chainsaw Massacre. Le succès n’est pas au rendez-vous mais Terry Funk reste une légende du catch américain, avec plus de 50 ans de carrière. Il joue par ailleurs dans les films comme Roadhouse, et chorégraphie la bagarre dans Rocky V.","This was a temporary gimmick used in 1998 when Terry Funk returned to the WWE. With a stocking on his head and a chainsaw in hand, he embodied a psychopath inspired by the Texas Chainsaw Massacre movie. While Funk didn’t find success at that moment, he is a legend in American wrestling, with a career spanning over 50 years. He also acted in movies, like Roadhouse, and choreographed the fight in Rocky V.",plusieurs,960,800,2560,2400
